"id","logos","section","paragraph","text","source","page_start","page_end","sequence","token_count","text_hash","biblical_citations","incomplete","partial"
"269","Η΄","§32","Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν","Ἐὰν δὲ καὶ μυρίας ἐργάσωνται ἐλεημοσύνας, οὐ μὴ θεάσωνται οὐρανῶν βασιλείαν. Ἐὰν μή τις, φησί, γεννηθῇ δι᾿ ὕδατος καὶ πνεύματος, οὐ μὴ ἴδῃ τὴν βασιλείαν τῶν οὐρανῶν. Ὅρα λοιπὸν ὅτι πρὸς πιστοὺς ἀνελεήμονας εἴρηται τό· Πορεύεσθε ἀπ᾿ ἐμοῦ οἱ κατηραμένοι εἰς τὸ πῦρ τὸ αἰώνιον τὸ ἡτοιμασμένον τῷ διαβόλῳ καὶ τοῖς ἀγγέλοις αὐτοῦ· εἰκὸς γὰρ τοῖς ἀνελεήμοσι καὶ ἄλλας ἔχειν πράξεις αἰσχράς.","Stefanis 1996","131","131","269","62","41775546528582b7ebd7adf6591e462e8376dbda3dfddc5cec895b0041137d5d","","False","False"
"270","Η΄","§33","Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν","Ἔχει γὰρ πάντως ὁ ἀνελεήμων καὶ πᾶσαν ἀπήνειαν καὶ ὀρέγεται ἀπλήστως τῶν ἀλλοτρίων πραγμάτων· καὶ γὰρ ἁρπάζει καὶ πλεονεκτεῖ καὶ θλίβει τὸν πένητα, ἵνα πληρώσῃ τάχα τὸ Σολομώντειον ῥῆμα τὸ φάσκον ὅτι· Ὁ θλίβων πένητα παροξύνει τὸν ποιήσαντα αὐτόν, ὁ δὲ ἐλεῶν πτωχὸν δανείζει Θεῷ. Καί· Ἡ βουλή μου ἀρεσάτω σοι, βασιλεῦ, εἶπε τῷ Ναβουχοδονόσορι ὁ θεῖος ἐκεῖνος Δανιήλ, τὰς ἁμαρτίας σου ἐν ἐλεημοσύναις λύτρωσαι καὶ τὰς ἀνομίας σου ἐν οἰκτιρμοῖς πενήτων.","Stefanis 1996","131","131","270","72","035db0c958f8f8a81314f4b733aa7bbc5b3773f024e2a8b083da69b8df1b5a27","","False","False"
"271","Η΄","§34","Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν","Ἄρτι δὲ τἀναντία τούτων συμβαίνειν καθ᾿ ἑκάστην ὁρῶμεν, οἷον ὅτι τὰς ἀνομίας καὶ τὰς ἁμαρτίας ἡμῶν αὐξῆσαι σπουδάζομεν ἐκ τοῦ θλίβειν τοὺς πένητας. Ἐπείνασα, φησί, καὶ οὐκ ἐδώκατέ μοι φαγεῖν· ἐδίψησα, καὶ οὐκ ἐποτίσατέ με· ξένος ἤμην, καὶ οὐ συνηγάγετέ με· γυμνός, καὶ οὐ περιεβάλετέ με· ἀσθενὴς καὶ ἐν φυλακῇ, καὶ οὐκ ἐπεσκέψασθέ με, καί· Ἐφ᾿ ὅσον οὐκ ἐποιήσατε ἑνὶ τούτων τῶν ἀδελφῶν μου τῶν ἐλαχίστων, οὐδὲ ἐμοὶ ἐποιήσατε.","Stefanis 1996","131","131","271","69","1eea9cd862f8ab9319964038bbbdb0730bcfc31ca6492a3553907368e73cb169","","False","False"
"272","Η΄","§35","Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν","Ἐὰν δὲ ἄρα εὑρεθῶσί τινες μὴ μόνον <μὴ> τρέφοντες καὶ ποτίζοντες ἀλλὰ καὶ τὸ βρῶμα διαρπάζοντες καὶ τὸ πόμα τοῦ πένητος καὶ μὴ μόνον ξένους μὴ συνεισάγοντες καὶ γυμνοὺς περιβάλλοντες ἀλλὰ καὶ τῆς αὐτῶν ἑστίας θλίβοντες ξενιτεύουσι καὶ τῶν μικρῶν ἐνδυμάτων αὐτῶν τούτους ἐκδιδύσκουσι καὶ μὴ μόνον τοὺς ἀσθενοῦντας καὶ ἐν φυλακῇ μὴ ἐπισκεπτόμενοι ἀλλὰ καὶ τοὺς ὑγιεῖς τύπτοντες ἀνηλεῶς καὶ συντρίβοντες κλινήρεις ἐργάσονται καὶ τῆς φυλακῆς ἔξω διάγοντας πρὸς αὐτὴν κατακλείσουσιν, ἆρα ἀκούσουσιν οὗτοι ἐν τῇ ἡμέρᾳ τῆς κρίσεως τό· Πορεύεσθε ἀπ᾿ ἐμοῦ οἱ κατηραμένοι εἰς τὸ πῦρ τὸ αἰώνιον τὸ ἡτοιμασμένον τῷ διαβόλῳ καὶ τοῖς ἀγγέλοις αὐτοῦ ἢ οὔ;","Stefanis 1996","131","132","272","101","c68d1c38a93931f028eaef706dd253d1f95f0c248c1390e2259c87099967e0d1","","False","False"
"273","Η΄","§36","Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν","Ἐὰν μετανοήσωσι, φησί, οὐ μὴ τὸ φρικτὸν τοῦτο ἀκούσουσι πρόσρημα. Τοῦτο πάντως φημὶ κἀγώ, ἀλλ᾿ ἐὰν ποιήσωσι καρπὸν ἄξιον τῆς μετανοίας. Ἀλλὰ πότε ποιήσει καρπὸν μετανοίας ὁ λέγων ὅτι εἰς τήνδε τὴν δουλείαν ὠφελήθην νομίσματα τόσα καὶ λίτρας τόσας καὶ τόσας ἢ κεντηνάρια τόσα; οὐδὲ γὰρ λέγει ὅτι ἥρπασα ἢ ἐπλεονέκτησα ἢ ἐσυκοφάντησα καὶ ἤθροισα ἐμαυτῷ τόσα καὶ τόσα καὶ βλάβην ὑπέστην οὐ μικρὰν ψυχικήν, ἀλλ᾿ ὅτι ὠφελήθην τόσα καὶ τόσα. Πῶς οὖν μετανοήσει ποτὲ ὁ καλῶν ὠφέλειαν τῆς πλεονεξίας τὴν βλάβην;","Stefanis 1996","132","132","273","82","e7e49d935397fa3ebba49c8c28945d988c0a32b2b0a2836fc27ada8a9c0b4d73","","False","False"
"274","Η΄","§37","Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν","Ἔστι δὲ τῷ πλεονέκτῃ καρπὸς ἄξιος τῆς μετανοίας οὐχ ἵνα ἐξ ὧν ἐπλεονέκτησε καὶ μόνον διανέμῃ, ἀλλ᾿ ἵνα σὺν τούτοις καὶ τὰ ἡμίση τῶν αὐτοῦ ὑπαρχόντων διανέμῃ τοῖς πένησι. Ἰδού, φησὶν ὁ Ζακχαῖος, τὰ ἡμίση τῶν ὑπαρχόντων μοι, Κύριε, δίδωμι τοῖς πτωχοῖς καί, εἴ τινός τι ἐσυκοφάντησα, ἀποδίδωμι τετραπλοῦν. Ἔδειξεν ὄντως καρπὸν ἄξιον τῆς μετανοίας. Καὶ εἶπεν ὁ Κύριος ὅτι· Σήμερον σωτηρία τῷ οἴκῳ τούτῳ ἐγένετο.","Stefanis 1996","132","132","274","66","4ce29af24380c73c98d6106620847bfe70cb656af094ae33328182d6c0ceb4fd","","False","False"
"275","Η΄","§38","Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν","Τίνας δὲ ἄρα καὶ ἐσυκοφάντησεν ὁ Ζακχαῖος εἰς τὸ αὐτοῦ τελώνιον, ἤτοι ἐργαστήριον, καθεζόμενος καὶ πλὴν τοῦ ὠνεῖσθαι καὶ ἐξωνεῖσθαι μηδὲν ἀσχολούμενος; δῆλον ὅτι, ἐὰν παρετρυτάνισέ τινι ἢ παρεπίπρασεν ἢ παρωνήσατο, τοῦτο συκοφαντίαν εἰκότως ἐκάλεσεν· ἐκεῖνος γὰρ τὴν αὐτοῦ πραγματείαν συκοφαντίαν ἐκάλεσεν, ἡμεῖς δὲ τὰς πλεονεξίας καὶ ἁρπαγὰς καὶ ὄντως συκοφαντίας καλοῦμεν ὠφέλειαν, ἵν᾿, ὥσπερ ἐκεῖ εἶπε· Σωτηρία τῷ οἴκῳ τούτῳ ἐγένετο, εἴπῃ τοὐναντίον ἐνταῦθα, ὃ καὶ σιωπητέον.","Stefanis 1996","132","132","275","68","f96aff24f602cd40f1ac4bebca268bdc019f97235a4ac5ff05691c87805f39f5","","False","False"
"276","Η΄","§39","Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν","Ἔδει δὲ ἡμᾶς προειπεῖν περὶ τῶν <ἐκ> δεξιῶν τοῦ Σωτῆρος σταθησομένων προβάτων καὶ αὖθις τῶν ἐξ εὐωνύμων· ἐπεὶ δὲ ἄνωθεν ὡς ἐκ δύο προσώπων διαλεγόμενος ὁ λόγος πρὸς τὰ ἐρίφια πρῶτον κατέδραμε, δέον λοιπὸν εἰπεῖν καθ᾿ εἱρμὸν τὰ φρικτὰ καὶ σωτήρια τοῦ κριτοῦ καὶ Δεσπότου ἡμῶν καὶ Θεοῦ Ἰησοῦ Χριστοῦ ἀληθῆ ἀποφθέγματα.","Stefanis 1996","132","132","276","52","5f32c26d40e182ece7041f07095dfccc5840d8fed41b38b0d6059883eea202e7","","False","False"
"277","Η΄","§40","Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν","Ὅταν ἔλθῃ, φησίν, ὁ υἱὸς τοῦ ἀνθρώπου ἐν τῇ δόξῃ αὐτοῦ, καὶ πάντες οἱ ἅγιοι ἄγγελοι μετ᾿ αὐτοῦ. Ἐπεὶ γὰρ ἐν τῇ πρώτῃ αὐτοῦ παρουσίᾳ οὐκ ἦλθεν ἐν τῇ δόξῃ αὐτοῦ, ἀλλ᾿ ὡς εἷς τῶν πενήτων μὴ ἔχων ποῦ τὴν κεφαλὴν κλῖναι, καὶ ἐτέχθη ἐν σπηλαίῳ καὶ τέκτονος υἱὸς ἐλογίσθη, καὶ ἀδελφοὶ καὶ ἀδελφαὶ αὐτοῦ ἐλογίσθησαν οἱ γόνοι τοῦ τέκτονος, μαθητὰς δὲ δώδεκα καὶ αὐτοὺς ἐξ ἀγροίκων καὶ ἁλιέων ἐκλεξάμενος πεποίηκεν αὐτοῦ ὀπαδούς, καὶ οὐκ ἦλθεν ἵνα κρίνῃ τότε τὸν κόσμον, ἀλλ᾿ ἵνα καλέσῃ ἁμαρτωλοὺς εἰς μετάνοιαν καὶ σώσῃ τὸν κόσμον, καὶ ἦλθεν εἰς τὰ ἴδια ἐν σχήματι εὐτελείας, καὶ οἱ ἴδιοι αὐτὸν οὐ παρέλαβον καὶ τὴν πολλὴν αὐτοῦ ἀγνοήσαντες συγκατάβασιν καὶ τὸ ἄμετρον ἔλεος ψιλὸν ἄνθρωπον τοῦτον ἐνόμισαν, καὶ οὐ μόνον ψιλὸν ἀλλὰ καὶ πλάνον καὶ ἀπατεῶνα καὶ παραβάτην τοῦ νόμου καὶ μετὰ ἀνόμων λῃστῶν δικάσαντες τοῦτον θανάτῳ ἀσχήμονι κατεδίκασαν. Ἀλλ᾿ ὅταν ἔλθῃ ἐν τῇ δόξῃ αὐτοῦ ὁ υἱὸς τοῦ ἀνθρώπου, τίς ὑπομενεῖ ἡμέραν εἰσόδου αὐτοῦ, κατὰ τὸν ἅγιον Μαλαχίαν;","Stefanis 1996","132","132","277","161","cced08a7a84a0da2b8d4cd76d3f7fa121ff6a2a58d28f09dde7ea8789fd6ba70","","False","False"
"278","Η΄","§41","Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν","Πολλαχῶς δὲ υἱὸν ἀνθρώπου ὁ Δεσπότης ἑαυτὸν ὀνομάζει· Ὄψονται, φησί, τὸν υἱὸν τοῦ ἀνθρώπου μετὰ δυνάμεως καὶ δόξης πολλῆς, καί· Ἀπ᾿ ἄρτι ὄψεσθε τὸν υἱὸν τοῦ ἀνθρώπου ἐκ δεξιῶν τῆς δυνάμεως καὶ ἐρχόμενον ἐπὶ τῶν νεφελῶν τοῦ οὐρανοῦ, καί· Ἀπ᾿ ἄρτι ὄψεσθε τὸν οὐρανὸν ἀνεῳγότα καὶ τοὺς ἀγγέλους τοῦ Θεοῦ ἀναβαίνοντας καὶ καταβαίνοντας ἐπὶ τὸν υἱὸν τοῦ ἀνθρώπου. Ἐξουσίαν δὲ ἔχει καὶ κρίσιν ποιεῖν· ὅτι δὲ υἱὸς ἀνθρώπου ἐστί, μὴ θαυμάζετε τοῦτο.","Stefanis 1996","133","133","278","72","6d4248188951163845dbed653eb63f19f2ba53bd8af842f3b07c8c67cd95d2ee","","False","False"
"279","Η΄","§42","Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν","Καὶ ἁπλῶς μυριάκις εὕροι αὐτόν τις υἱὸν ἀνθρώπου ἑαυτὸν ὀνομάζοντα, καὶ ἄξιον ἡγοῦμαι ζητῆσαι ποίου ἀνθρώπου ἐστὶν υἱὸς καὶ συχνάκις αὐτοῦ μνημονεύει. Οὐδὲ γὰρ τὸν Πατέρα καὶ Θεὸν ἄνθρωπον λέγει, ἄπαγε· Θεὸν γὰρ καὶ Κύριον καὶ παντοκράτορα καὶ παντεπόπτην καὶ ἄλλα τινὰ ἀξιοθαύμαστα ὀνόματα κεκτῆσθαι τὸν Θεὸν ἀκηκόαμεν, ἄνθρωπον δὲ οὐδαμοῦ. Ἀλλ᾿ οὐδὲ πάλιν τὸν δίκαιον καὶ μνήστορα Ἰωσὴφ ἄνθρωπον λέγει καὶ υἱὸν αὐτοῦ ἑαυτὸν ὀνομάζει, καθότι οὐδ᾿ αὐτοῦ ἐστιν υἱός.","Stefanis 1996","133","133","279","71","1c570e151f008539c8d8d40c45305e4b86d3184c8e5fac32cb2cdc02630a4d1d","","False","False"
"280","Η΄","§43","Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν","Οὗτος δὲ ὁ ἄνθρωπος ἡ θεόνυμφος, οἶμαι, καὶ θεοτίμητος καὶ θεοχώρητος καὶ πανακήρατος καὶ θεοπρόκριτος πέφυκε Δέσποινα· οὐδὲ γὰρ γέγονε πλὴν αὐτῆς ἄνθρωπος ἄλλος ἀπὸ κτίσεως κόσμου οὐδ᾿ οὐ μὴ γένηται· ἄνθρωπος ὄντως αὐτή, δι᾿ ἧς καὶ τῶν ἀνθρώπων ἀνεκλήθη τὸ γένος, δι᾿ ἧς ἐλυτρώθη τῆς φθορᾶς τὸ ἀνθρώπειον, δι᾿ ἧς ἔζησε νεκρωθεὶς ὁ ἄνθρωπος καὶ ἐθεώθη τῶν βροτῶν ἡ οὐσία καὶ ὁ θάνατος τέθνηκε, δι᾿ ἧς ἡ ἀφθαρσία καρποφορεῖ καὶ ἡ φθορὰ ἐξηφάνισται. Ταύτης υἱὸς γεγονὼς πατρικῇ εὐδοκίᾳ καὶ συνεργίᾳ Πνεύματος ἁγίου ὁ τοῦ Θεοῦ Λόγος καὶ Υἱὸς θαμὰ υἱὸν ἀνθρώπου ἑαυτὸν ὀνομάζει.","Stefanis 1996","133","133","280","94","da3a14814ce36c8d9ff8677f30861418cbf5a11135fdc46474eb18380b6e6fba","","False","False"
"281","Η΄","§44","Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν","Ναί, φησί, καὶ ἔδει λοιπὸν μὴ λέγειν υἱὸν τοῦ ἀνθρώπου ἀλλ᾿ υἱὸν τῆς παρθένου. Ἐὰν γὰρ ἔλεγεν υἱὸν τῆς παρθένου, εἶχον ἂν λέγειν Ἰουδαῖοι πάλιν ὅτι· Δαιμόνιον ἔχει. Τίς γὰρ οἶδέ ποτε υἱὸν λέγοντα μητέρα ἔχειν παρθένον; οὐδὲ γὰρ ἐφάνη παρθένος πώποτε τέξασα υἱόν, οὐδὲ πάλιν ἐφάνη μετὰ τόκον νεᾶνις παρθένος. Ὅτε γὰρ ἤκουον αὐτοῦ λαλοῦντος· Πρὸ τοῦ Ἀβραὰμ ἐγώ εἰμι, ἐβάστασαν λίθους, ἵνα τοῦτον λιθάσωσι· δαιμόνιον ἔχει, φησί, καὶ μαίνεται· τί αὐτοῦ ἀκούετε; Ἐὰν δὲ καὶ παρθένου υἱὸν εἶπεν ἑαυτὸν ἔμπροσθεν τούτων, τί οὐκ ἂν ἐπεχείρησαν οἱ σκληροτράχηλοι καὶ ἀπερίτμητοι; Φειδόμενος οὖν τῆς αὐτῶν κακονοίας ἄνω καὶ κάτω υἱὸν ἀνθρώπου ἑαυτὸν ὀνομάζει, ἵνα πιστωθῇ τοῖς μετέπειτα ὅτι ἀληθῶς ἐσαρκώθη καὶ τοῖς ἀνθρώποις ὡς υἱὸς ἀνθρώπου συνανεστράφη.","Stefanis 1996","133","133","281","117","bfe07fd4caefaf4dd9cb7e50e5c4e90dc1f050899746742e5bd3c9ef5079cffe","","False","False"
"282","Η΄","§45","Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν","Ὅταν δὲ ἔλθῃ ἐν τῇ δόξῃ αὐτοῦ καὶ πάντες οἱ ἅγιοι ἄγγελοι μετ᾿ αὐτοῦ καὶ κενωθῇ ὁ οὐρανὸς τῶν χιλίων χιλιάδων καὶ μυρίων μυριάδων ἀγγελικῶν στρατευμάτων, προπορευόμενοι ὡς δορυφόροι τοῦ βασιλέως τῆς δόξης καὶ συνεπόμενοι καὶ ἀκολουθοῦντες καὶ σαλπίζοντες καὶ νεκροὺς ἐξυπνίζοντες, καὶ ἐκ τῶν τεσσάρων ἀνέμων ἀπ᾿ ἄκρων οὐρανῶν ἕως ἄκρων τῆς γῆς τούτους ἀθροίζοντες, καὶ τὸ σημεῖον τοῦ υἱοῦ τοῦ ἀνθρώπου ἄνω ἐν τῷ οὐρανῷ ἀναφανεῖ προδηλῶν τοῦ βασιλέως τὴν ἔλευσιν, καὶ ὁ ἥλιος καὶ ἡ σελήνη ἅμα τοῖς ἄστρασι καὶ πάντα τὰ στοιχεῖα σχολάσουσι καὶ τὸ σκότος ἀπελαθῇ καὶ ὀφθήσεται ἀνέσπερον φῶς καὶ γενήσεται καινὸς οὐρανὸς καὶ καινὴ γῆ, τότε καθίσει ἐπὶ θρόνου δόξης αὐτοῦ.","Stefanis 1996","133","134","282","108","17491f950c8519b4e905a59ccd2b4987d432c146a4e207cc55945bdf078a309f","","False","False"
"283","Η΄","§46","Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν","Καθίσει γὰρ τότε οὐ τοπικῶς καὶ ἐν ἐκείνῳ τῷ τόπῳ μόνῳ φαινόμενος, ἀλλ᾿ ὥσπερ ἡ ἀστραπὴ ἐξέρχεται ἀπὸ ἀνατολῶν καὶ φαίνεται ἕως δυσμῶν, οὕτως ἔσται, φησί, καὶ ἡ παρουσία τοῦ υἱοῦ τοῦ ἀνθρώπου· τὸ τάχος γὰρ τῆς ἀστραπῆς καὶ ἡ λαμπρότης καὶ τὸ ταύτης ἀδιάλαθον εἰς πάντα τῆς γῆς τὰ πληρώματα φαίνεται, πρὸς ἣν καὶ ἡ δευτέρα Χριστοῦ παρουσία παρείκασται· καὶ ὅπου δ᾿ ἂν εἴη τὸ πτῶμα, ἡ θεία σὰρξ αὐτοῦ, ἐκεῖ συναχθήσονται οἱ ἀετοί, τῶν ἀγγέλων τὰ τάγματα.","Stefanis 1996","134","134","283","79","c940f3318c06ce304eeb6c4cbae7c2ae4633e9b40e5eeb15f0a4adf115896e7c","","False","False"
"284","Η΄","§47","Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν","Καὶ καθίσει ἐπὶ θρόνου δόξης αὐτοῦ ὡς περίβλεπτος καὶ πολύφωτος ἥλιος καταυγάζων τὰ πέρατα. Καὶ συναχθήσονται ἔμπροσθεν αὐτοῦ πάντα τὰ ἔθνη, ἀπό τε τοῦ πρωτοπλάστου Ἀδὰμ μέχρι τῶν τελευταίων, καὶ δίκην ῥοιᾶς μεστῆς ὁ κόσμος ἅπας μεστὸς ὀφθήσεται ἀνθρώπων. Τότε τὰ ζιζάνια χωρίσει τοῦ σίτου πρὸς καῦσιν, τότε τὴν ἁπλωθεῖσαν σαγήνην πρὸς τοῦ βίου τὴν θάλασσαν εἰς τὸν αὐτοῦ αἰγιαλὸν ἀναγάγῃ καὶ τοὺς χρηστοὺς ἐμψύχους ἰχθύας εἰς ἀγγεῖα συλλέξει τῆς αὐτοῦ βασιλείας, τοὺς δὲ σαπροὺς ἔξω βάλῃ δικαίως, τότε τοῦ νυμφῶνος πρὸς πῦρ τοὺς μὴ ἔχοντας ἔνδυμα γάμου ἐκβάλῃ, τότε τὸν πλούσιον ἄσπλαγχνον λαὸν εἰς πῦρ ἀποπέμψει, τότε τῶν μυρίων ταλάντων τὴν ὀφειλὴν ἀπαιτήσει τὸν ἄσπονδον, τότε ἀκούσουσιν οἱ φθονεροὶ τό· Ἆρον τὸ σὸν καὶ ὕπαγε, τότε τὰς μωρὰς παρθένους ψυχὰς ὡς μὴ ἐχούσας ἐλεημοσύνης καρπὸν ὁ νυμφίος ἀρνήσεται, τότε ἀποστραφήσονται οἱ ἁμαρτωλοὶ εἰς τὸν ᾅδην, ὅθεν καὶ ἀνήχθησαν, τότε ὡς ὑπεύθυνος πρὸς κόλασιν ἄγεται ὁ κρύψας τὸ τάλαντον αὐτοῦ χάρισμα, τότε πολλοὶ τῶν λεγόντων· Κύριε Κύριε ἀκούσωσιν· Οὐκ οἶδα ὑμᾶς, ἀποχωρήσατε ἀπ᾿ ἐμοῦ οἱ ἐργάται τῆς ἀνομίας· τότε γοῦν καὶ αἱ δυνάμεις τῶν οὐρανῶν σαλευθήσονται, δηλαδὴ φοβηθήσονται, καὶ σαλευθήσονται κατιοῦσαι μετὰ φόβου καὶ τρόμου σὺν τῷ κριτῇ καὶ Θεῷ κρίνοντι τὴν γῆν.","Stefanis 1996","134","134","284","193","0dd1da341d4a6cc0df4c995f7d8d90ac1013fb5a03be389e737a1be70178a810","","False","False"
"285","Η΄","§48","Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν","Καὶ τίς ἄρα οὐ σαλευθήσεται καὶ τρομάξει τότε καὶ φρίξει λοιπόν; ὡς παγὶς γάρ, φησίν, ἐπελεύσεται ἐπὶ πάντας τοὺς καθημένους ἐπὶ πρόσωπον πάσης τῆς γῆς· καθάπερ γὰρ τὸ νεμόμενον κτῆνος ἐξαίφνης θηρᾶται παγίσι τοῦ θηρευτοῦ, οὕτω, φησί, καί· Ἡ ἡμέρα ἐκείνη ὡς παγὶς ἐπελεύσεται, καί, ὥσπερ ἡ ἀστραπή, ἐξάπινα φαίνεται, καὶ οὐδεὶς γινώσκει τὴν ἡμέραν οὐδὲ τὴν ὥραν τῆς αὐτοῦ παρουσίας, οὐδὲ οἱ ἄγγελοι αὐτοῦ, εἰμὴ μόνος αὐτός.","Stefanis 1996","134","134","285","68","ed39c6a4b475cf5f3cec5732e49ec6779853eb2f417f7a8c0f0b9f23e2085309","","False","False"
"286","Η΄","§49","Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν","Καὶ ὥσπερ οἱ πρὸ τοῦ Νῶε διῆγον ἐν ἀνέσει, ἄχρι ἧς ἡμέρας εἰσῆλθε Νῶε εἰς τὴν κιβωτόν, καὶ οὐκ ἔγνωσαν, ἕως ἦλθεν ὁ κατακλυσμὸς καὶ ἦρεν ἅπαντας, οὕτως ἔσται καὶ ἡ παρουσία τοῦ υἱοῦ τοῦ ἀνθρώπου, καὶ [ὡς] διὰ Μαλαχίου τοῦ προφήτου λέγει ὁ Θεός, ὅτι· Ἰδοὺ ἐγὼ [ἐξα]ποστελῶ ὑμῖν Ἠλίαν τὸν Θεσβίτην, πρὶν ἢ ἐλθεῖν τὴν ἡμέραν Κυρίου τὴν μεγάλην καὶ ἐπιφανῆ, ὃς ἀποκαταστήσει καρδίαν πατρὸς πρὸς υἱὸν καὶ καρδίαν ἀνθρώπου πρὸς τὸν πλησίον αὐτοῦ, μὴ ἐλθὼν πατάξω τὴν γῆν ἄρδην. Εἰκὸς γὰρ καὶ τὸν Ἠλίαν ἐλθεῖν καὶ κηρύττειν, καὶ τὴν ἡμέραν ἀγνοεῖν τῆς Χριστοῦ παρουσίας οὐχ ἁπλῶς τοὺς ἀκούοντας ἀλλὰ καὶ αὐτὸν τὸν κηρύττοντα.","Stefanis 1996","134","134","286","106","73a686230fb8d7f1a6eaf773e508d8811f0d1bad05aaef9d7d3387a5d124f685","","False","False"
"287","Η΄","§50","Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν","Εὐθέως δὲ μετὰ τὴν θλῖψιν τῶν ἡμερῶν ἐκείνων ὁ ἥλιος σκοτισθήσεται, καὶ ἡ σελήνη οὐ δώσει τὸ φέγγος αὐτῆς, καὶ οἱ ἀστέρες πεσοῦνται ἀπὸ τοῦ οὐρανοῦ. Καθάπερ γὰρ ἡμέρας παμφώτου καὶ σταθηρᾶς μεσημβρίας, ὁπηνίκα πλουσίας ὁ ἥλιος ἐκχέει μαρμαρυγάς, οὐκ ἔστι χρεία φωτὸς λυχνικοῦ ἢ λαμπάδος τινός, οὕτως οὐδὲ τότε χρεία ἡλίου καὶ σελήνης καὶ ἄστρων· ἐγένοντο γὰρ ταῦτα εἰς σημεῖα καὶ εἰς καιροὺς καὶ εἰς ἡμέρας καὶ εἰς ἐνιαυτούς.","Stefanis 1996","135","135","287","70","6502c3d4ac16f0d9e24018963334407ff24a3cb10526d0c81b2708f23b77421d","","False","False"
"288","Η΄","§51","Εἰς τὰς σεπτὰς καὶ αὖθις θείας ἐντολάς καὶ εἰς τὴν δευτέραν παρουσίαν","Περαιωθέντων δὲ τῶν χρόνων καὶ ἡμερῶν καὶ νυκτὸς μὴ παρούσης καὶ σημείων χρείας οὐκ οὔσης ἀλλ᾿ ὀφθέντος τοῦ ἡλίου τῆς δικαιοσύνης καὶ τῶν αὐτοῦ φωτεινῶν καὶ ἀστραπηφόρων ἀγγέλων καὶ τῶν δικαίων λαμψάντων ὑπὲρ τὸν ἥλιον, τίς χρεία τότε φωτὸς ἡλιακοῦ καὶ φαύσεως σελήνης ἢ ἑτέρου τινός;","Stefanis 1996","135","135","288","46","206b18660205cee39fcd32e01de4a021d14a29cb6b46d706d82a17a2ab5abd6e","","False","False"
